"GdpDev","UnempRate","tick","Inflation","MeanUnempRate"
0.0,0.0825,1.0,0.0,0.0
-0.560429616389919,0.0825,2.0,0.0010016774798809677,0.0
-0.10403207824441257,0.061,3.0,-3.3128298059003605,0.07533333333333334
0.15889364751956336,0.0455,4.0,0.423717941583273,0.063
0.14037161009821636,0.039,5.0,0.13458449324558266,0.048499999999999995
0.02474990327946383,0.036,6.0,0.07269116449951879,0.04016666666666666
0.20348414281219113,0.0325,7.0,0.020222856524841033,0.035833333333333335
-0.036673936585384675,0.03,8.0,0.006819447825373103,0.03283333333333333
-0.06865024997603805,0.0275,9.0,0.008448020819562673,0.03
-0.06277551697977342,0.027,10.0,0.002339489373999003,0.028166666666666663
0.0182052168417441,0.0255,11.0,-3.7972271229037348E-6,0.02666666666666666
0.11214608062646128,0.023,12.0,-0.0,0.02516666666666666
-0.03039900661000028,0.02,13.0,7.088184211204793E-5,0.02283333333333333
0.04479378144346362,0.02,14.0,0.0037906441179693675,0.021
-0.0022053605802351516,0.019,15.0,1.2608779288510537E-6,0.019666666666666666
-0.025900398676749474,0.0185,16.0,-0.0,0.019166666666666665
0.00543640865187372,0.0175,17.0,-2.5217526782925912E-6,0.01833333333333333
-0.20454801543903223,0.0175,18.0,-1.2608795188789882E-6,0.01783333333333333
0.16621377836846085,0.017,19.0,1.8913216628514747E-4,0.01733333333333333
0.06909320571429213,0.016,20.0,-2.521285361021376E-6,0.01683333333333333
-0.039003577671919816,0.0155,21.0,-0.0,0.016166666666666663
0.0022278827698035734,0.015,22.0,-1.2606458590650073E-6,0.015499999999999995
5.370782217281522E-4,0.015,23.0,-0.0,0.015166666666666662
-0.0020905459477070115,0.015,24.0,-0.0,0.014999999999999994
-7.547478357723325E-4,0.0145,25.0,-0.0,0.014833333333333329
0.005726412818277563,0.0135,26.0,9.202726371617394E-5,0.014333333333333328
0.06587348460288533,0.0125,27.0,-1.2605314448225583E-6,0.013499999999999993
-0.0682699063692172,0.0115,28.0,-0.0,0.012499999999999992
-0.014962280516191959,0.0105,29.0,-0.0,0.011499999999999995
0.013337137761615672,0.01,30.0,-0.0,0.01066666666666666
0.032917435159657005,0.0085,31.0,-0.0,0.00966666666666666
-0.04323326160112306,0.008,32.0,-0.0,0.008833333333333327
-6.011931127300203E-4,0.0075,33.0,-0.0,0.007999999999999993
0.07770765778568874,0.007,34.0,-0.0,0.007499999999999993
-0.02957423409959199,0.007,35.0,-0.0,0.007166666666666659
-0.036520521951681074,0.0065,36.0,-0.0,0.006833333333333326
0.005272619603588515,0.0065,37.0,-0.0,0.006666666666666658
-0.0018634689333391317,0.0065,38.0,-0.0,0.006499999999999992
-0.006550103927357608,0.006,39.0,-0.0,0.006333333333333325
0.00751082667364517,0.006,40.0,-0.0,0.006166666666666658
8.454667773714333E-4,0.006,41.0,-0.0,0.0059999999999999915
-0.008317238336145743,0.0055,42.0,-0.0,0.005833333333333325
0.0027781746646894923,0.0045,43.0,-0.0,0.0053333333333333245
0.0014727151703994813,0.0045,44.0,-0.0,0.004833333333333324
0.0027035895388378803,0.004,45.0,-0.0,0.004333333333333324
-0.002037653884221197,0.004,46.0,-0.0,0.004166666666666656
-0.05652414591974575,0.0035,47.0,-0.0,0.0038333333333333227
0.0721783750155155,0.0035,48.0,-1.2605330339768044E-6,0.003666666666666656
-0.03687231431500007,0.0035,49.0,-0.0,0.0034999999999999892
-8.325603048789268E-4,0.0035,50.0,-0.0,0.0034999999999999892
0.04258757463593458,0.003,51.0,-0.0,0.0033333333333333223
0.0021233986937562316,0.003,52.0,-0.0,0.0031666666666666557
-0.02751957730910718,0.003,53.0,-0.0,0.002999999999999989
0.03805139486130993,0.0025,54.0,-0.0,0.002833333333333322
-0.012347820873520326,0.002,55.0,-0.0,0.0024999999999999888
-0.022531054104691816,0.002,56.0,-1.260534622922337E-6,0.0021666666666666557
0.0018584025801149902,0.0015,57.0,-0.0,0.0018333333333333222
0.004066994468619918,0.0015,58.0,-0.0,0.0016666666666666555
-0.004123421499583953,0.0015,59.0,-0.0,0.0014999999999999885
-4.415234812637857E-4,0.0015,60.0,-0.0,0.0014999999999999885
-6.40091736939679E-4,0.0015,61.0,-0.0,0.0014999999999999885
-0.002390453741796097,0.0015,62.0,-0.0,0.0014999999999999885
0.0022151250531858356,0.0015,63.0,-1.2605362116591551E-6,0.0014999999999999885
0.0011459528481130546,0.0015,64.0,-0.0,0.0014999999999999885
0.0045757995952759815,5.0E-4,65.0,-0.0,0.0011666666666666553
-0.005336838911574772,5.0E-4,66.0,-0.0,8.333333333333219E-4
-8.93510430422067E-4,5.0E-4,67.0,-0.0,4.999999999999886E-4
0.005715928735331673,5.0E-4,68.0,-0.0,4.999999999999886E-4
-4.5493575294052726E-4,0.0,69.0,-0.0,3.3333333333332194E-4
-0.0070942438480262595,0.0,70.0,-0.0,1.6666666666665525E-4
0.0010900922151163804,0.0,71.0,-0.0,-1.142026288351398E-17
0.006118062238857164,0.0,72.0,-0.0,-1.142026288351398E-17
-0.006464373140427635,0.0,73.0,-0.0,-1.142026288351398E-17
-0.0697307553191054,0.0,74.0,-0.0,-1.142026288351398E-17
0.0408519557675193,0.0,75.0,-0.0,-1.142026288351398E-17
0.03167465320356601,0.0,76.0,-0.0,-1.142026288351398E-17
-6.736459902427277E-4,0.0,77.0,-0.0,-1.142026288351398E-17
0.0012947290231486517,0.0,78.0,-0.0,-1.142026288351398E-17
-0.0010892827782262122,0.0,79.0,-0.0,-1.142026288351398E-17
0.003460936708108206,0.0,80.0,-0.0,-1.142026288351398E-17
-0.0030801453403449873,0.0,81.0,-0.0,-1.142026288351398E-17
-0.0022673463915461184,0.0,82.0,-0.0,-1.142026288351398E-17
0.0012977747219825538,0.0,83.0,-0.0,-1.142026288351398E-17
0.0021898385543524614,0.0,84.0,-0.0,-1.142026288351398E-17
-6.115104743320189E-4,0.0,85.0,-0.0,-1.142026288351398E-17
3.132706098278737E-4,0.0,86.0,-0.0,-1.142026288351398E-17
-8.035137684118846E-4,0.0,87.0,-0.0,-1.142026288351398E-17
0.005052824127505797,0.0,88.0,-0.0,-1.142026288351398E-17
-0.004073570853116122,0.0,89.0,-0.0,-1.142026288351398E-17
-0.00365539758864318,0.0,90.0,-0.0,-1.142026288351398E-17
0.0026159643094522326,0.0,91.0,-0.0,-1.142026288351398E-17
-0.0016892018843726153,0.0,92.0,-0.0,-1.142026288351398E-17
0.0043647189534374055,0.0,93.0,-0.0,-1.142026288351398E-17
-0.003365935546245606,0.0,94.0,-0.0,-1.142026288351398E-17
1.501891185830454E-4,0.0,95.0,-0.0,-1.142026288351398E-17
0.0019838311475389213,0.0,96.0,-0.0,-1.142026288351398E-17
-8.643570648298268E-4,0.0,97.0,-0.0,-1.142026288351398E-17
-0.0017010957357482541,0.0,98.0,-0.0,-1.142026288351398E-17
0.0014016353847718392,0.0,99.0,-0.0,-1.142026288351398E-17
0.0022772725025754633,0.0,100.0,-0.0,-1.142026288351398E-17
-0.004290210517331828,0.0,101.0,-0.0,-1.142026288351398E-17
0.007893581929438323,0.0,102.0,-0.0,-1.142026288351398E-17
-0.00521041252027669,0.0,103.0,-0.0,-1.142026288351398E-17
-0.0063527589847916024,0.0,104.0,-0.0,-1.142026288351398E-17
0.0025449554770613095,0.0,105.0,-0.0,-1.142026288351398E-17
0.004562757341266176,0.0,106.0,-0.0,-1.142026288351398E-17
-0.0012039286604260313,0.0,107.0,-0.0,-1.142026288351398E-17
-0.0012102016406647066,0.0,108.0,-1.2605378008254198E-6,-1.142026288351398E-17
-0.09805351271511231,0.0,109.0,-0.0,-1.142026288351398E-17
0.05138116771077617,0.0,110.0,-0.0,-1.142026288351398E-17
0.04733089555639667,0.0,111.0,-0.0,-1.142026288351398E-17
0.0026869605454114126,0.0,112.0,-0.0,-1.142026288351398E-17
-0.002126381226509256,0.0,113.0,-0.0,-1.142026288351398E-17
-0.0031264806206014813,0.0,114.0,-0.0,-1.142026288351398E-17
0.00249892298755596,0.0,115.0,-0.0,-1.142026288351398E-17
6.629473971081472E-4,0.0,116.0,-0.0,-1.142026288351398E-17
2.550187099993578E-4,0.0,117.0,-0.0,-1.142026288351398E-17
0.0013285431898698008,0.0,118.0,-0.0,-1.142026288351398E-17
-0.0038873115671939386,0.0,119.0,-0.0,-1.142026288351398E-17
5.974067940300937E-4,0.0,120.0,-0.0,-1.142026288351398E-17
0.0010313961674141931,0.0,121.0,-0.0,-1.142026288351398E-17
-0.07927250436279945,0.0,122.0,-0.0,-1.142026288351398E-17
-0.09202773907071958,0.0,123.0,-0.0,-1.142026288351398E-17
0.0591053791462124,0.0,124.0,-0.0,-1.142026288351398E-17
0.09423592100229268,0.0,125.0,-0.0,-1.142026288351398E-17
0.015328679801636531,0.0,126.0,-0.0,-1.142026288351398E-17
0.00820038245223713,0.0,127.0,-0.0,-1.142026288351398E-17
0.0011225417082304304,0.0,128.0,-0.0,-1.142026288351398E-17
-0.012836524238316582,0.0,129.0,-0.0,-1.142026288351398E-17
0.001219113328018189,0.0,130.0,-0.0,-1.142026288351398E-17
0.005777405940633565,0.0,131.0,-0.0,-1.142026288351398E-17
0.003222294477074396,0.0,132.0,-0.0,-1.142026288351398E-17
-0.003969033135653376,0.0,133.0,-0.0,-1.142026288351398E-17
-0.001557458377258659,0.0,134.0,-0.0,-1.142026288351398E-17
0.004985046020152002,0.0,135.0,-0.0,-1.142026288351398E-17
-0.0035444871214165455,0.0,136.0,-0.0,-1.142026288351398E-17
-2.7358043744387793E-4,0.0,137.0,-0.0,-1.142026288351398E-17
-4.7892766056692785E-4,0.0,138.0,-0.0,-1.142026288351398E-17
0.0022097434156025347,0.0,139.0,-0.0,-1.142026288351398E-17
-0.004898807323019684,0.0,140.0,-0.0,-1.142026288351398E-17
0.007810081866255966,0.0,141.0,-0.0,-1.142026288351398E-17
-0.002556172805281602,0.0,142.0,-0.0,-1.142026288351398E-17
2.7745960327662167E-4,0.0,143.0,-0.0,-1.142026288351398E-17
0.003284726485499851,0.0,144.0,-0.0,-1.142026288351398E-17
-0.00921897812926549,0.0,145.0,-0.0,-1.142026288351398E-17
-1.952400907062517E-4,0.0,146.0,-0.0,-1.142026288351398E-17
0.0012084680708223535,0.0,147.0,-0.0,-1.142026288351398E-17
0.005437688142385987,0.0,148.0,-0.0,-1.142026288351398E-17
-0.0011329879460499571,0.0,149.0,-0.0,-1.142026288351398E-17
-0.0032093462327696743,0.0,150.0,-0.0,-1.142026288351398E-17
7.699639978297099E-4,0.0,151.0,-0.0,-1.142026288351398E-17
0.0012821479291577507,0.0,152.0,-0.0,-1.142026288351398E-17
-0.0012616521370415273,0.0,153.0,-0.0,-1.142026288351398E-17
0.0014581098886259237,0.0,154.0,-0.0,-1.142026288351398E-17
5.211243570359277E-5,0.0,155.0,-0.0,-1.142026288351398E-17
-0.025524228713652446,0.0,156.0,-0.0,-1.142026288351398E-17
0.016755052097390602,0.0,157.0,-0.0,-1.142026288351398E-17
0.006619318951587591,0.0,158.0,-0.0,-1.142026288351398E-17
4.585878049008901E-4,0.0,159.0,-0.0,-1.142026288351398E-17
0.0017629106973175645,0.0,160.0,-0.0,-1.142026288351398E-17
-7.097833002769114E-4,0.0,161.0,-0.0,-1.142026288351398E-17
0.01395620301150187,0.0,162.0,-0.0,-1.142026288351398E-17
-0.017676367876374714,0.0,163.0,-0.0,-1.142026288351398E-17
0.01692300940276352,0.0,164.0,-0.0,-1.142026288351398E-17
-0.018021532168084116,0.0,165.0,-0.0,-1.142026288351398E-17
-0.056107077432572594,0.0,166.0,-0.0,-1.142026288351398E-17
0.03458745934797837,0.0,167.0,-0.0,-1.142026288351398E-17
0.02481817687848313,0.0,168.0,-0.0,-1.142026288351398E-17
7.817045945637708E-4,0.0,169.0,-0.0,-1.142026288351398E-17
-0.056438045628534855,0.0,170.0,-0.0,-1.142026288351398E-17
0.04629639066606305,0.0,171.0,-0.0,-1.142026288351398E-17
0.0023819368047384507,0.0,172.0,-0.0,-1.142026288351398E-17
0.005343020412662018,0.0,173.0,-0.0,-1.142026288351398E-17
0.0010586876458701109,0.0,174.0,-0.0,-1.142026288351398E-17
-2.025618601446515E-5,0.0,175.0,-0.0,-1.142026288351398E-17
0.0025883646591628433,0.0,176.0,-0.0,-1.142026288351398E-17
-2.7466455036299447E-17,0.0,177.0,-0.0,-1.142026288351398E-17
0.0018135343293597074,0.0,178.0,-0.0,-1.142026288351398E-17
0.002309873924736266,0.0,179.0,-0.0,-1.142026288351398E-17
-0.006906802796370356,0.0,180.0,-0.0,-1.142026288351398E-17
0.0040812294792253925,0.0,181.0,-0.0,-1.142026288351398E-17
0.002192631174625272,0.0,182.0,-0.0,-1.142026288351398E-17
-0.005529532427445065,0.0,183.0,-0.0,-1.142026288351398E-17
3.542857805488174E-4,0.0,184.0,-0.0,-1.142026288351398E-17
1.573497658140994E-4,0.0,185.0,-0.0,-1.142026288351398E-17
0.013438417372935434,0.0,186.0,-0.0,-1.142026288351398E-17
-0.013919243390755,0.0,187.0,-0.0,-1.142026288351398E-17
-0.00741764569770631,0.0,188.0,-0.0,-1.142026288351398E-17
0.01628723663905519,0.0,189.0,-0.0,-1.142026288351398E-17
-0.006744019706283783,0.0,190.0,-0.0,-1.142026288351398E-17
-0.0022729214257281713,0.0,191.0,-0.0,-1.142026288351398E-17
-0.13450844596938133,0.0,192.0,-0.0,-1.142026288351398E-17
0.05251210889132468,0.0,193.0,-0.0,-1.142026288351398E-17
0.0752464972085746,0.0,194.0,-0.0,-1.142026288351398E-17
0.01123728209146136,0.0,195.0,-0.0,-1.142026288351398E-17
0.007641980310310883,0.0,196.0,-0.0,-1.142026288351398E-17
-0.012254070697251962,0.0,197.0,-0.0,-1.142026288351398E-17
0.015069269588093582,0.0,198.0,-0.0,-1.142026288351398E-17
-0.022090441316936864,0.0,199.0,-0.0,-1.142026288351398E-17
0.02287387699478026,0.0,200.0,-0.0,-1.142026288351398E-17
-0.021599557646157022,0.0,201.0,-0.0,-1.142026288351398E-17
0.003694274626842668,0.0,202.0,-0.0,-1.142026288351398E-17
-0.001907203599270572,0.0,203.0,-1.260539389570249E-6,-1.142026288351398E-17
-8.05867603562905E-4,0.0,204.0,-0.0,-1.142026288351398E-17
0.0057559024759562556,0.0,205.0,-0.0,-1.142026288351398E-17
0.0036839326878979227,0.0,206.0,-0.0,-1.142026288351398E-17
-0.0035957171239050997,0.0,207.0,-0.0,-1.142026288351398E-17
4.641363258983028E-6,0.0,208.0,-0.0,-1.142026288351398E-17
0.003200816347981074,0.0,209.0,-0.0,-1.142026288351398E-17
-0.062180974264548786,0.0,210.0,-0.0,-1.142026288351398E-17
0.029592421566544912,0.0,211.0,-0.0,-1.142026288351398E-17
0.03059744208738765,0.0,212.0,-0.0,-1.142026288351398E-17
-2.2357430695507724E-5,0.0,213.0,-0.0,-1.142026288351398E-17
2.3439559500610694E-6,0.0,214.0,-0.0,-1.142026288351398E-17
2.235763323966415E-5,0.0,215.0,-0.0,-1.142026288351398E-17
-1.6151501193789502E-5,0.0,216.0,-0.0,-1.142026288351398E-17
-4.6210660881452E-6,0.0,217.0,-0.0,-1.142026288351398E-17
1.5325363764191295E-5,0.0,218.0,-0.0,-1.142026288351398E-17
-1.9254385671973862E-5,0.0,219.0,-0.0,-1.142026288351398E-17
8.974067156793117E-4,0.0,220.0,-0.0,-1.142026288351398E-17
-0.0013339416114850938,0.0,221.0,-0.0,-1.142026288351398E-17
9.15574016425392E-4,0.0,222.0,-0.0,-1.142026288351398E-17
-9.260724287759566E-4,0.0,223.0,-0.0,-1.142026288351398E-17
0.0027611863037117932,0.0,224.0,-0.0,-1.142026288351398E-17
-0.0036590261554257453,0.0,225.0,-0.0,-1.142026288351398E-17
-2.802383482595213E-5,0.0,226.0,-0.0,-1.142026288351398E-17
0.0031470086595505433,0.0,227.0,-0.0,-1.142026288351398E-17
-0.0026306371777482405,0.0,228.0,-0.0,-1.142026288351398E-17
0.0017242034966830312,0.0,229.0,-0.0,-1.142026288351398E-17
-0.0017305657712732149,0.0,230.0,-0.0,-1.142026288351398E-17
1.3062924944898882E-5,0.0,231.0,-0.0,-1.142026288351398E-17
8.498248625392509E-4,0.0,232.0,-0.0,-1.142026288351398E-17
2.3439559500611448E-6,0.0,233.0,-0.0,-1.142026288351398E-17
7.452433333213721E-6,0.0,234.0,-0.0,-1.142026288351398E-17
9.099679596357025E-4,0.0,235.0,-0.0,-1.142026288351398E-17
-0.0013528321423933707,0.0,236.0,-0.0,-1.142026288351398E-17
-1.6953997974412814E-5,0.0,237.0,-0.0,-1.142026288351398E-17
4.692763309163748E-4,0.0,238.0,-0.0,-1.142026288351398E-17
-1.691041689748633E-5,0.0,239.0,-0.0,-1.142026288351398E-17
-1.6662001154003187E-10,0.0,240.0,-0.0,-1.142026288351398E-17
0.0017650799698667946,0.0,241.0,-0.0,-1.142026288351398E-17
-0.0026256298226251793,0.0,242.0,-0.0,-1.142026288351398E-17
-6.9236578427979775E-6,0.0,243.0,-0.0,-1.142026288351398E-17
8.694788452331563E-4,0.0,244.0,-0.0,-1.142026288351398E-17
1.8008228445875048E-5,0.0,245.0,-0.0,-1.142026288351398E-17
-2.001339645782738E-5,0.0,246.0,-0.0,-1.142026288351398E-17
8.950625931092391E-4,0.0,247.0,-0.0,-1.142026288351398E-17
-0.0013190563963812083,0.0,248.0,-0.0,-1.142026288351398E-17
-1.2053487703442431E-5,0.0,249.0,-0.0,-1.142026288351398E-17
4.306000418624337E-4,0.0,250.0,-0.0,-1.142026288351398E-17
2.235766601047237E-5,0.0,251.0,-0.0,-1.142026288351398E-17
-1.691041689748641E-5,0.0,252.0,-0.0,-1.142026288351398E-17
-1.6662001162360578E-10,0.0,253.0,-0.0,-1.142026288351398E-17
9.174203929689147E-4,0.0,254.0,-0.0,-1.142026288351398E-17
-0.0013575139252764896,0.0,255.0,-0.0,-1.142026288351398E-17
0.002637867348303238,0.0,256.0,-0.0,-1.142026288351398E-17
-0.002610025935534382,0.0,257.0,-0.0,-1.142026288351398E-17
-0.001334851299403712,0.0,258.0,-0.0,-1.142026288351398E-17
0.001297497492113357,0.0,259.0,-0.0,-1.142026288351398E-17
4.4960592682908375E-4,0.0,260.0,-0.0,-1.142026288351398E-17
2.235763323966424E-5,0.0,261.0,-0.0,-1.142026288351398E-17
-1.1463432716940606E-5,0.0,262.0,-0.0,-1.142026288351398E-17
-1.63412830156898E-5,0.0,263.0,-0.0,-1.142026288351398E-17
9.22764206601129E-4,0.0,264.0,-0.0,-1.142026288351398E-17
3.7406732521799463E-4,0.0,265.0,-0.0,-1.142026288351398E-17
-0.002608972535760215,0.0,266.0,-0.0,-1.142026288351398E-17
0.002198673560074675,0.0,267.0,-0.0,-1.142026288351398E-17
-0.0017147182534064248,0.0,268.0,-0.0,-1.142026288351398E-17
-4.093645660214098E-5,0.0,269.0,-0.0,-1.142026288351398E-17
8.691224302037372E-4,0.0,270.0,-0.0,-1.142026288351398E-17
2.7804439403889556E-5,0.0,271.0,-0.0,-1.142026288351398E-17
-2.2357466619648492E-5,0.0,272.0,-0.0,-1.142026288351398E-17
-1.6662001153099686E-10,0.0,273.0,-0.0,-1.142026288351398E-17
2.2357633239664226E-5,0.0,274.0,-0.0,-1.142026288351398E-17
-1.146343271694062E-5,0.0,275.0,-0.0,-1.142026288351398E-17
-1.6341283015689814E-5,0.0,276.0,-0.0,-1.142026288351398E-17
9.22764206601129E-4,0.0,277.0,-0.0,-1.142026288351398E-17
-0.0013662655906836881,0.0,278.0,-0.0,-1.142026288351398E-17
-6.274851699030471E-7,0.0,279.0,-0.0,-1.142026288351398E-17
4.570283850786505E-4,0.0,280.0,-0.0,-1.142026288351398E-17
2.5799477375789413E-5,0.0,281.0,-0.0,-1.142026288351398E-17
-3.869821768276795E-5,0.0,282.0,-0.0,-1.142026288351398E-17
-4.991904549951053E-10,0.0,283.0,-0.0,-1.142026288351398E-17
2.780443940388953E-5,0.0,284.0,-0.0,-1.142026288351398E-17
0.001720325907441386,0.0,285.0,-0.0,-1.142026288351398E-17
-0.0026095204462899995,0.0,286.0,-0.0,-1.142026288351398E-17
2.0105242528882365E-5,0.0,287.0,-0.0,-1.142026288351398E-17
0.0017580122735343015,0.0,288.0,-0.0,-1.142026288351398E-17
-0.0013656972033174275,0.0,289.0,-0.0,-1.142026288351398E-17
2.1745818712711042E-5,0.0,290.0,-0.0,-1.142026288351398E-17
4.326709407705057E-4,0.0,291.0,-0.0,-1.142026288351398E-17
9.004063739706449E-4,0.0,292.0,-0.0,-1.142026288351398E-17
-4.4275083696211463E-4,0.0,293.0,-0.0,-1.142026288351398E-17
-4.306363244062178E-4,0.0,294.0,-0.0,-1.142026288351398E-17
-2.3152292995216225E-5,0.0,295.0,-0.0,-1.142026288351398E-17
-9.084804623498775E-4,0.0,296.0,-0.0,-1.142026288351398E-17
4.742803096471111E-4,0.0,297.0,-0.0,-1.142026288351398E-17
0.0013307196430271861,0.0,298.0,-0.0,-1.142026288351398E-17
3.9098631890801E-4,0.0,299.0,-0.0,-1.142026288351398E-17
-0.002581966921493478,0.0,300.0,-0.0,-1.142026288351398E-17
4.253414314806087E-4,0.0,301.0,-0.0,-1.142026288351398E-17
8.598055436922553E-4,0.0,302.0,-0.0,-1.142026288351398E-17
9.796460992034326E-6,0.0,303.0,-0.0,-1.142026288351398E-17
1.80082231087197E-5,0.0,304.0,-0.0,-1.142026288351398E-17
-2.235746661964881E-5,0.0,305.0,-0.0,-1.142026288351398E-17
-1.6662001184722248E-10,0.0,306.0,-0.0,-1.142026288351398E-17
2.7045806531409448E-5,0.0,307.0,-0.0,-1.142026288351398E-17
-2.3183562178627203E-5,0.0,308.0,-0.0,-1.142026288351398E-17
-9.309295213868024E-6,0.0,309.0,-0.0,-1.142026288351398E-17
2.470166089848483E-5,0.0,310.0,-0.0,-1.142026288351398E-17
-1.92544434173807E-5,0.0,311.0,-0.0,-1.142026288351398E-17
-1.6662001184778718E-10,0.0,312.0,-0.0,-1.142026288351398E-17
2.7045806531409448E-5,0.0,313.0,-0.0,-1.142026288351398E-17
-2.3183562178627203E-5,0.0,314.0,-0.0,-1.142026288351398E-17
-9.309295213868025E-6,0.0,315.0,-0.0,-1.142026288351398E-17
9.796460992034326E-6,0.0,316.0,-0.0,-1.142026288351398E-17
1.80082231087197E-5,0.0,317.0,-0.0,-1.142026288351398E-17
8.780289433118582E-4,0.0,318.0,-0.0,-1.142026288351398E-17
-0.0013447036045879275,0.0,319.0,-0.0,-1.142026288351398E-17
1.473129963484627E-5,0.0,320.0,-0.0,-1.142026288351398E-17
0.001333834147808871,0.0,321.0,-0.0,-1.142026288351398E-17
-0.0013563336311592778,0.0,322.0,-0.0,-1.142026288351398E-17
9.221586858669654E-4,0.0,323.0,-0.0,-1.142026288351398E-17
8.213109752111601E-4,0.0,324.0,-0.0,-1.142026288351398E-17
-0.0026089725357602155,0.0,325.0,-0.0,-1.142026288351398E-17
0.0022033617333664206,0.0,326.0,-0.0,-1.142026288351398E-17
-0.0017264021635092015,0.0,327.0,-0.0,-1.142026288351398E-17
-3.392278809915864E-5,0.0,328.0,-0.0,-1.142026288351398E-17
8.714484202219873E-4,0.0,329.0,-0.0,-1.142026288351398E-17
9.258670582843443E-4,0.0,330.0,-0.0,-1.142026288351398E-17
-4.725406338566751E-4,0.0,331.0,-0.0,-1.142026288351398E-17
-0.001344723721446653,0.0,332.0,-0.0,-1.142026288351398E-17
4.6491445307144904E-4,0.0,333.0,-0.0,-1.142026288351398E-17
4.3344773787736424E-4,0.0,334.0,-0.0,-1.142026288351398E-17
-6.965073167404749E-6,0.0,335.0,-0.0,-1.142026288351398E-17
2.235767372900266E-5,0.0,336.0,-0.0,-1.142026288351398E-17
-1.9254443417380524E-5,0.0,337.0,-0.0,-1.142026288351398E-17
0.001742722170007119,0.0,338.0,-0.0,-1.142026288351398E-17
-0.0025974113776516404,0.0,339.0,-0.0,-1.142026288351398E-17
0.0017483171892252272,0.0,340.0,-0.0,-1.142026288351398E-17
-0.0017565282511243178,0.0,341.0,-0.0,-1.142026288351398E-17
8.911366213165824E-4,0.0,342.0,-0.0,-1.142026288351398E-17
-4.579950159320233E-4,0.0,343.0,-0.0,-1.142026288351398E-17
-1.9847429290033045E-5,0.0,344.0,-0.0,-1.142026288351398E-17
4.542941001209473E-4,0.0,345.0,-0.0,-1.142026288351398E-17
0.0017580353828904288,0.0,346.0,-0.0,-1.142026288351398E-17
-0.001727584745400648,0.0,347.0,-0.0,-1.142026288351398E-17
-0.0013574563472056557,0.0,348.0,-0.0,-1.142026288351398E-17
8.770792700419014E-4,0.0,349.0,-0.0,-1.142026288351398E-17
4.6759589962177986E-4,0.0,350.0,-0.0,-1.142026288351398E-17
-1.7669398142681485E-5,0.0,351.0,-0.0,-1.142026288351398E-17
-7.032341182137195E-6,0.0,352.0,-0.0,-1.142026288351398E-17
2.2357669163001983E-5,0.0,353.0,-0.0,-1.142026288351398E-17
-1.3807431031968203E-5,0.0,354.0,-0.0,-1.142026288351398E-17
-9.309195737477203E-6,0.0,355.0,-0.0,-1.142026288351398E-17
0.001765080010356133,0.0,356.0,-0.0,-1.142026288351398E-17
-0.002628716584595207,0.0,357.0,-0.0,-1.142026288351398E-17
2.377324790417542E-6,0.0,358.0,-0.0,-1.142026288351398E-17
8.843757878857177E-4,0.0,359.0,-0.0,-1.142026288351398E-17
-1.6151465269648657E-5,0.0,360.0,-0.0,-1.142026288351398E-17
-6.965073167404685E-6,0.0,361.0,-0.0,-1.142026288351398E-17
9.078590144132087E-4,0.0,362.0,-0.0,-1.142026288351398E-17
-0.0013314072340847988,0.0,363.0,-0.0,-1.142026288351398E-17
-1.826657498891456E-5,0.0,364.0,-0.0,-1.142026288351398E-17
4.4257375226695796E-4,0.0,365.0,-0.0,-1.142026288351398E-17
9.227642097536584E-4,0.0,366.0,-0.0,-1.142026288351398E-17
-0.001363170975163747,0.0,367.0,-0.0,-1.142026288351398E-17
-9.932329114580382E-6,0.0,368.0,-0.0,-1.142026288351398E-17
